input,actual_output,expected_output,metric_name,score,threshold,success,reason,evaluation_model,evaluation_cost
Gdzie odbywają się spotkania z ikonami polskiej kultury hip-hopowej na Ochocie w 2025 roku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Legendy Hip-Hopu na Ochocie!

	Date:  Thursday, September 18, 2025 at 06:00 PM

	End Date: Thursday, September 18, 2025 at 06:00 PM

	Price: Wstęp wolny

	Location:  Biblioteka Przystanek Książka, ul. Grójecka 42

	Brief Summary: Cykl spotkań z ikonami polskiej sceny hip-hopowej w Bibliotece Przystanek Książka na Ochocie. Wstęp wolny, wydarzenia odbywają się w wybrane czwartki od września do grudnia 2025.

	More details can be found here: https://ochota.um.warszawa.pl/-/legendy-hip-hopu-na-ochocie-

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: temat, lokalizacja, data oraz typ wydarzenia. Jest to idealne dopasowanie do zapytania użytkownika.","Title: Legendy Hip-Hopu na Ochocie!
Date: 20.03.2025, 24.04.2025, 22.05.2025, 26.06.2025, 18.09.2025, 23.10.2025, 20.11.2025, 11.12.2025 o godzinie 18:00
Location: Biblioteka Przystanek Książka, ul. Grójecka 42, Ochota, Warszawa",Answer Relevancy,0.6,0.7,False,"The score is 0.60 because the response includes information about the event's price and a URL, which do not directly answer the question about the location of the meetings. However, it does mention the event matching the criteria, which partially addresses the query.",gpt-4.1-mini,0
Gdzie odbywają się spotkania z ikonami polskiej kultury hip-hopowej na Ochocie w 2025 roku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Legendy Hip-Hopu na Ochocie!

	Date:  Thursday, September 18, 2025 at 06:00 PM

	End Date: Thursday, September 18, 2025 at 06:00 PM

	Price: Wstęp wolny

	Location:  Biblioteka Przystanek Książka, ul. Grójecka 42

	Brief Summary: Cykl spotkań z ikonami polskiej sceny hip-hopowej w Bibliotece Przystanek Książka na Ochocie. Wstęp wolny, wydarzenia odbywają się w wybrane czwartki od września do grudnia 2025.

	More details can be found here: https://ochota.um.warszawa.pl/-/legendy-hip-hopu-na-ochocie-

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: temat, lokalizacja, data oraz typ wydarzenia. Jest to idealne dopasowanie do zapytania użytkownika.","Title: Legendy Hip-Hopu na Ochocie!
Date: 20.03.2025, 24.04.2025, 22.05.2025, 26.06.2025, 18.09.2025, 23.10.2025, 20.11.2025, 11.12.2025 o godzinie 18:00
Location: Biblioteka Przystanek Książka, ul. Grójecka 42, Ochota, Warszawa",Faithfulness,0.75,0.6,True,"The score is 0.75 because the actual output incorrectly names the event location as 'Biblioteka Przystanek Książka' instead of 'Przystanek Książka' at ul. Grójecka 42, and it limits event dates to September through December 2025, whereas the retrieval context includes additional dates from March to June and November to December.",gpt-4.1-mini,0
spektakle teatru tańca w Warszawie w czerwcu 2025,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Spektakl Teatru Tańca TEST - Muśnięcia

	Date:  Sunday, June 29, 2025 at 06:00 PM

	End Date: Sunday, June 29, 2025 at 08:00 PM

	Price: Wstęp bezpłatny, obowiązują wejściówki na dni 28 i 29 czerwca.

	Location:  Dom Kultury Dorożkarnia, ul. Siekierkowska 28

	Brief Summary: Spektakl taneczny ""Muśnięcia"" Teatru Tańca TEST to zmysłowa i emocjonalna opowieść o dotyku, odbywająca się 28 i 29 czerwca 2025 w Dorożkarni na Mokotowie, Warszawa.

	More details can be found here: https://mokotow.um.warszawa.pl/-/spektakl-teatru-tanca-test-w-dorozkarni

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je idealnym dopasowaniem.","Title: Spektakl Teatru Tańca TEST w Dorożkarni
Date: 29.06.2025 18:00 - 29.06.2025 20:00
Location: Dorożkarnia, ul. Siekierkowska 28, Warszawa",Factual Correctness [GEval],0.7939913349825992,0.5,True,"The actual title contains the expected title with minor variation ('- Muśnięcia' added), which is acceptable. The date and time match exactly, including start and end times. The location includes the expected location with minor naming differences ('Dom Kultury Dorożkarnia' vs. 'Dorożkarnia') and adds more detail, which aligns with the allowance for minor variations. All expected information (title, date, location) is present in the actual output event details. The slight differences in title and location naming prevent a perfect score.",gpt-4.1-mini,0
spektakle teatru tańca w Warszawie w czerwcu 2025,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Spektakl Teatru Tańca TEST - Muśnięcia

	Date:  Sunday, June 29, 2025 at 06:00 PM

	End Date: Sunday, June 29, 2025 at 08:00 PM

	Price: Wstęp bezpłatny, obowiązują wejściówki na dni 28 i 29 czerwca.

	Location:  Dom Kultury Dorożkarnia, ul. Siekierkowska 28

	Brief Summary: Spektakl taneczny ""Muśnięcia"" Teatru Tańca TEST to zmysłowa i emocjonalna opowieść o dotyku, odbywająca się 28 i 29 czerwca 2025 w Dorożkarni na Mokotowie, Warszawa.

	More details can be found here: https://mokotow.um.warszawa.pl/-/spektakl-teatru-tanca-test-w-dorozkarni

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je idealnym dopasowaniem.","Title: Spektakl Teatru Tańca TEST w Dorożkarni
Date: 29.06.2025 18:00 - 29.06.2025 20:00
Location: Dorożkarnia, ul. Siekierkowska 28, Warszawa",Answer Relevancy,1.0,0.7,True,The score is 1.00 because the response fully addresses the query about dance theater performances in Warsaw in June 2025 without any irrelevant information. It is as relevant as possible.,gpt-4.1-mini,0
spektakle teatru tańca w Warszawie w czerwcu 2025,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Spektakl Teatru Tańca TEST - Muśnięcia

	Date:  Sunday, June 29, 2025 at 06:00 PM

	End Date: Sunday, June 29, 2025 at 08:00 PM

	Price: Wstęp bezpłatny, obowiązują wejściówki na dni 28 i 29 czerwca.

	Location:  Dom Kultury Dorożkarnia, ul. Siekierkowska 28

	Brief Summary: Spektakl taneczny ""Muśnięcia"" Teatru Tańca TEST to zmysłowa i emocjonalna opowieść o dotyku, odbywająca się 28 i 29 czerwca 2025 w Dorożkarni na Mokotowie, Warszawa.

	More details can be found here: https://mokotow.um.warszawa.pl/-/spektakl-teatru-tanca-test-w-dorozkarni

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je idealnym dopasowaniem.","Title: Spektakl Teatru Tańca TEST w Dorożkarni
Date: 29.06.2025 18:00 - 29.06.2025 20:00
Location: Dorożkarnia, ul. Siekierkowska 28, Warszawa",Faithfulness,0.8333333333333334,0.6,True,"The score is 0.83 because the actual output incorrectly states the event is on Sunday, June 29, 2025, from 6 PM to 8 PM, while the retrieval context only mentions the event on June 28 and 29 at 6 PM without specifying an end time or confirming that June 29 is a Sunday.",gpt-4.1-mini,0
Jakie festiwale muzyki klasycznej odbędą się latem 2025 w Warszawie?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  25. Festiwal Ogrody Muzyczne

	Date:  Sunday, June 29, 2025 at 07:00 PM

	End Date: Thursday, July 31, 2025 at 09:00 PM

	Location:  Zamek Królewski w Warszawie

	Brief Summary: Jubileuszowy 25. Festiwal Ogrody Muzyczne to ponad 30 koncertów i projekcji muzycznych na Dziedzińcu Wielkim Zamku Królewskiego w Warszawie, odbywający się od 29 czerwca do 31 lipca 2025 roku.

	More details can be found here: https://kultura.um.warszawa.pl/-/festiwal-ogrody-muzyczne-2025-edycja-jubileuszowa

Why this is a good match:
Wydarzenie spełnia wszystkie kluczowe kryteria użytkownika: tematykę muzyki klasycznej, lokalizację w Warszawie oraz termin letni 2025. Jest to bardzo dobry dopasowanie do zapytania użytkownika.","Title: 25. Festiwal Ogrody Muzyczne
Date: 29.06.2025 19:00 - 31.07.2025 21:00
Location: Zamek Królewski w Warszawie",Factual Correctness [GEval],0.9,0.5,True,"The actual title fully contains all main keywords from the expected title. The date matches the expected date range exactly, though formatted differently, and the location includes the essential details with slight variation in naming. All expected event details are present and appropriately represented, with the only minor shortcoming being the date format difference.",gpt-4.1-mini,0
Jakie festiwale muzyki klasycznej odbędą się latem 2025 w Warszawie?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  25. Festiwal Ogrody Muzyczne

	Date:  Sunday, June 29, 2025 at 07:00 PM

	End Date: Thursday, July 31, 2025 at 09:00 PM

	Location:  Zamek Królewski w Warszawie

	Brief Summary: Jubileuszowy 25. Festiwal Ogrody Muzyczne to ponad 30 koncertów i projekcji muzycznych na Dziedzińcu Wielkim Zamku Królewskiego w Warszawie, odbywający się od 29 czerwca do 31 lipca 2025 roku.

	More details can be found here: https://kultura.um.warszawa.pl/-/festiwal-ogrody-muzyczne-2025-edycja-jubileuszowa

Why this is a good match:
Wydarzenie spełnia wszystkie kluczowe kryteria użytkownika: tematykę muzyki klasycznej, lokalizację w Warszawie oraz termin letni 2025. Jest to bardzo dobry dopasowanie do zapytania użytkownika.","Title: 25. Festiwal Ogrody Muzyczne
Date: 29.06.2025 19:00 - 31.07.2025 21:00
Location: Zamek Królewski w Warszawie",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response fully addresses the query about classical music festivals in Warsaw in summer 2025 without any irrelevant information, providing a clear and focused answer.",gpt-4.1-mini,0
Jakie festiwale muzyki klasycznej odbędą się latem 2025 w Warszawie?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  25. Festiwal Ogrody Muzyczne

	Date:  Sunday, June 29, 2025 at 07:00 PM

	End Date: Thursday, July 31, 2025 at 09:00 PM

	Location:  Zamek Królewski w Warszawie

	Brief Summary: Jubileuszowy 25. Festiwal Ogrody Muzyczne to ponad 30 koncertów i projekcji muzycznych na Dziedzińcu Wielkim Zamku Królewskiego w Warszawie, odbywający się od 29 czerwca do 31 lipca 2025 roku.

	More details can be found here: https://kultura.um.warszawa.pl/-/festiwal-ogrody-muzyczne-2025-edycja-jubileuszowa

Why this is a good match:
Wydarzenie spełnia wszystkie kluczowe kryteria użytkownika: tematykę muzyki klasycznej, lokalizację w Warszawie oraz termin letni 2025. Jest to bardzo dobry dopasowanie do zapytania użytkownika.","Title: 25. Festiwal Ogrody Muzyczne
Date: 29.06.2025 19:00 - 31.07.2025 21:00
Location: Zamek Królewski w Warszawie",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions between the actual output and the retrieval context, indicating complete faithfulness.",gpt-4.1-mini,0
Jakie są wydarzenia dla dzieci związane z potwornymi zabawami w Warszawie latem 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Potworne zabawy | Storyteka

	Date:  Thursday, July 03, 2025 at 04:00 PM

	End Date: Thursday, July 03, 2025 at 05:00 PM

	Price: Wstęp wolny, obowiązują zapisy pod nr tel. 22 812 85 57

	Location:  Storyteka w Galerii Młociny, ul. Zgrupowania AK „Kampinos” 15, pierwsze piętro

	Brief Summary: Warsztaty dla dzieci w wieku 3-6 lat pt. „Potworne zabawy” w Storytece w Galerii Młociny, podczas których dzieci poznają Kolorowego Potwora i oswoją strachy.

	More details can be found here: https://bielany.um.warszawa.pl/-/storyteka-potworne-zabawy-072025

Why this is a good match:
Wszystkie kryteria użytkownika zostały spełnione: tematyka, lokalizacja, data oraz grupa docelowa (dzieci).","Title: Potworne zabawy | Storyteka
Date: 3 lipca 2025, godz. 16:00-17:00
Location: Storyteka w Galerii Młociny, ul. Zgrupowania AK „Kampinos” 15, pierwsze piętro, Warszawa",Factual Correctness [GEval],0.9017986209962092,0.5,True,"The actual output matches the expected title exactly and the date corresponds precisely, including time. The location in the actual output includes all main elements of the expected location, with slight variation in formatting but retaining key details such as 'Storyteka w Galerii Młociny' and the full address. All key details (title, date, location) from the expected output are present in the actual output event details, demonstrating strong alignment with the evaluation steps.",gpt-4.1-mini,0
Jakie są wydarzenia dla dzieci związane z potwornymi zabawami w Warszawie latem 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Potworne zabawy | Storyteka

	Date:  Thursday, July 03, 2025 at 04:00 PM

	End Date: Thursday, July 03, 2025 at 05:00 PM

	Price: Wstęp wolny, obowiązują zapisy pod nr tel. 22 812 85 57

	Location:  Storyteka w Galerii Młociny, ul. Zgrupowania AK „Kampinos” 15, pierwsze piętro

	Brief Summary: Warsztaty dla dzieci w wieku 3-6 lat pt. „Potworne zabawy” w Storytece w Galerii Młociny, podczas których dzieci poznają Kolorowego Potwora i oswoją strachy.

	More details can be found here: https://bielany.um.warszawa.pl/-/storyteka-potworne-zabawy-072025

Why this is a good match:
Wszystkie kryteria użytkownika zostały spełnione: tematyka, lokalizacja, data oraz grupa docelowa (dzieci).","Title: Potworne zabawy | Storyteka
Date: 3 lipca 2025, godz. 16:00-17:00
Location: Storyteka w Galerii Młociny, ul. Zgrupowania AK „Kampinos” 15, pierwsze piętro, Warszawa",Answer Relevancy,1.0,0.7,True,The score is 1.00 because the response fully addresses the query about children's events related to 'potworne zabawy' in Warsaw during summer 2025 without any irrelevant information.,gpt-4.1-mini,0
Jakie są wydarzenia dla dzieci związane z potwornymi zabawami w Warszawie latem 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Potworne zabawy | Storyteka

	Date:  Thursday, July 03, 2025 at 04:00 PM

	End Date: Thursday, July 03, 2025 at 05:00 PM

	Price: Wstęp wolny, obowiązują zapisy pod nr tel. 22 812 85 57

	Location:  Storyteka w Galerii Młociny, ul. Zgrupowania AK „Kampinos” 15, pierwsze piętro

	Brief Summary: Warsztaty dla dzieci w wieku 3-6 lat pt. „Potworne zabawy” w Storytece w Galerii Młociny, podczas których dzieci poznają Kolorowego Potwora i oswoją strachy.

	More details can be found here: https://bielany.um.warszawa.pl/-/storyteka-potworne-zabawy-072025

Why this is a good match:
Wszystkie kryteria użytkownika zostały spełnione: tematyka, lokalizacja, data oraz grupa docelowa (dzieci).","Title: Potworne zabawy | Storyteka
Date: 3 lipca 2025, godz. 16:00-17:00
Location: Storyteka w Galerii Młociny, ul. Zgrupowania AK „Kampinos” 15, pierwsze piętro, Warszawa",Faithfulness,0.8571428571428571,0.6,True,"The score is 0.86 because the actual output refers to the character as 'Colorful Monster' in English, while the retrieval context uses the Polish name 'Kolorowy Potwór'. This slight difference in naming causes a minor inconsistency, reducing faithfulness slightly.",gpt-4.1-mini,0
